user_id,item_id,timestamp
1388,35,975456000
3498,164,1098403200
4482,284,1148256000
248,91,1149379200
1139,284,1154736000
2764,284,1154995200
4757,284,1155686400
4390,284,1156032000
4796,284,1156636800
2041,198,1157155200
1808,6,1159228800
2188,284,1159315200
2041,6,1159660800
4261,6,1164240000
2055,6,1165276800
4757,6,1165449600
4482,32,1166140800
3955,32,1167523200
4802,6,1167609600
1532,284,1170028800
3766,6,1170288000
3498,6,1172016000
1868,284,1172016000
3069,8,1173571200
2726,8,1173571200
4161,26,1174176000
3873,30,1175126400
770,32,1175385600
1568,284,1176249600
1947,8,1176854400
1753,20,1178928000
248,17,1179360000
248,39,1179792000
4757,30,1180915200
4482,33,1181001600
1753,39,1181347200
1148,31,1181606400
568,31,1181779200
1808,36,1183507200
3477,21,1183680000
4757,32,1183680000
4461,8,1183680000
2923,6,1183766400
248,19,1183852800
4916,17,1185321600
4482,5,1185667200
4757,17,1186272000
248,45,1186272000
308,284,1186617600
569,45,1186963200
1947,31,1187395200
544,17,1187827200
190,39,1188172800
4482,20,1188432000
4206,33,1188691200
2828,17,1188777600
2828,20,1188777600
465,17,1189296000
3462,68,1189814400
646,68,1189814400
3462,64,1189814400
3462,69,1189814400
4757,38,1189814400
2951,66,1189900800
2951,63,1189900800
2951,68,1189900800
943,21,1189900800
453,63,1189987200
453,69,1189987200
397,42,1190073600
2041,21,1190073600
308,21,1190160000
4288,21,1190160000
3477,67,1190246400
3477,66,1190246400
3477,68,1190332800
3577,69,1190419200
3577,66,1190419200
3577,64,1190419200
3577,65,1190419200
308,31,1190505600
351,33,1190937600
2856,20,1191110400
1546,27,1191110400
4482,27,1191456000
4288,65,1191542400
4288,67,1191542400
4288,66,1191542400
4757,31,1192233600
2374,21,1192233600
2374,42,1192320000
569,33,1192579200
2761,31,1192579200
2932,21,1192665600
248,76,1192838400
248,66,1192838400
248,74,1193097600
2379,31,1193097600
2055,39,1193097600
4735,36,1193270400
248,75,1193443200
248,77,1193443200
705,20,1193702400
4802,38,1193702400
2828,36,1193788800
67,19,1194134400
2878,45,1194134400
2878,42,1194134400
308,38,1194393600
1276,68,1194652800
3577,58,1194739200
1487,31,1194739200
1532,31,1194825600
2041,39,1195603200
1195,86,1195776000
308,20,1195948800
248,64,1196121600
3477,63,1196121600
483,68,1196726400
2834,25,1196726400
2055,36,1196726400
1649,60,1197244800
2768,36,1197763200
4802,39,1197936000
2912,65,1198108800
3167,68,1198195200
3167,21,1198195200
3439,47,1198195200
4883,36,1198281600
2164,68,1198368000
2164,66,1198368000
4461,26,1198540800
2281,93,1198627200
3960,43,1199059200
2281,44,1199059200
2800,21,1199059200
4883,5,1199664000
3439,58,1199750400
308,47,1199750400
3477,43,1200009600
1148,100,1200009600
2379,100,1200182400
1449,19,1200441600
1449,17,1200441600
2932,26,1200700800
2380,19,1200873600
248,58,1201132800
5089,100,1201305600
2095,70,1201305600
2095,66,1201305600
4757,60,1201392000
2041,63,1201824000
3069,63,1201824000
3688,47,1201910400
2800,6,1201996800
4288,60,1202083200
4508,38,1202342400
1151,46,1202428800
2764,94,1202601600
1546,43,1202688000
1878,60,1202774400
3503,100,1202947200
2878,47,1203292800
2357,58,1203638400
67,284,1203638400
2041,46,1203724800
1552,46,1203724800
397,66,1204675200
4675,31,1205020800
2834,26,1205280000
4176,47,1205798400
2973,58,1205884800
4757,58,1206057600
2041,93,1206144000
2357,19,1206144000
2041,64,1206144000
1151,31,1206230400
2374,45,1206316800
1878,66,1206403200
1283,38,1206489600
502,55,1206662400
4482,59,1206835200
3788,100,1206835200
1148,38,1207008000
308,58,1207180800
3439,31,1207180800
1659,96,1207353600
4640,43,1207526400
3477,101,1207612800
84,31,1207612800
3439,95,1207699200
1151,25,1207872000
1947,66,1208304000
1151,27,1208476800
1546,93,1208476800
3477,84,1208476800
4883,58,1208649600
1808,284,1208649600
994,100,1208822400
3022,68,1208995200
471,76,1208995200
4508,31,1208995200
5067,47,1209168000
3635,31,1209254400
1449,87,1209340800
1362,68,1209340800
617,93,1209427200
1151,28,1209427200
2789,65,1209513600
3820,100,1209686400
2329,100,1209859200
1776,100,1209945600
236,89,1210032000
617,52,1210118400
4288,100,1210377600
4508,66,1210464000
409,86,1210464000
3788,99,1210809600
4482,47,1210809600
1151,47,1210896000
2761,27,1211068800
2973,95,1211414400
1151,58,1211846400
308,100,1211846400
3138,100,1211932800
502,52,1212278400
2800,36,1212364800
3138,97,1212451200
4482,44,1212796800
4482,73,1212883200
3138,95,1212883200
4642,100,1212969600
2374,66,1212969600
2857,100,1213056000
397,76,1213142400
1151,60,1213142400
1568,31,1213228800
453,106,1213315200
2288,69,1213315200
2041,84,1213401600
4508,89,1213488000
2041,65,1213574400
465,19,1213747200
1808,70,1214006400
4642,71,1214092800
2761,100,1214092800
2338,39,1214179200
3543,44,1214265600
3543,33,1214352000
1878,93,1214524800
1882,26,1214524800
4882,42,1214784000
1753,74,1214784000
2055,93,1214870400
2357,21,1215302400
2357,60,1215302400
2055,55,1215561600
2834,50,1215648000
2055,54,1215648000
1546,31,1215820800
4757,50,1215820800
2932,93,1215907200
1753,64,1216080000
4642,87,1216166400
4288,53,1216252800
4482,80,1216771200
66,50,1216771200
1546,80,1216857600
5067,66,1217116800
2374,6,1217203200
2374,36,1217289600
1148,64,1217289600
2347,77,1217376000
3511,89,1217548800
4074,100,1217721600
3873,74,1217894400
4261,36,1218067200
308,55,1218067200
867,55,1218240000
867,88,1218240000
2357,73,1218326400
3955,48,1218499200
2834,28,1218672000
3543,70,1218672000
3230,50,1218758400
4206,44,1219190400
4757,74,1219190400
1918,100,1219190400
3040,52,1219276800
2834,27,1219363200
2338,198,1219708800
2055,74,1219708800
67,87,1219795200
4492,100,1219968000
308,73,1220054400
3873,76,1220227200
682,65,1220832000
4272,93,1220918400
3907,76,1221004800
4802,76,1221177600
1046,95,1221350400
4288,106,1221436800
4288,84,1221436800
2288,74,1221523200
2055,64,1221523200
4757,76,1221609600
3688,69,1221696000
3688,82,1221696000
453,125,1221696000
1046,60,1221782400
1151,73,1221782400
1046,36,1221782400
4802,89,1222041600
4693,79,1222214400
1046,93,1222214400
1046,31,1222214400
254,87,1222300800
1046,65,1222560000
1878,88,1222732800
1148,89,1223078400
1151,8,1223164800
2374,5,1223251200
248,92,1224115200
3543,96,1224201600
308,74,1224288000
3701,93,1224547200
285,100,1224979200
308,89,1225238400
2374,71,1225411200
4261,99,1225670400
4482,99,1225756800
2374,77,1226016000
3607,74,1226102400
1078,83,1226275200
3069,60,1226361600
4151,99,1226707200
2374,88,1226793600
1974,69,1227052800
1340,31,1227139200
1283,89,1227312000
705,59,1227398400
705,73,1227398400
1878,84,1227571200
4461,79,1227571200
3913,77,1227657600
4076,125,1227744000
4757,84,1227830400
2305,43,1228003200
4558,73,1228089600
2305,93,1228089600
471,132,1228262400
4291,31,1228435200
4291,93,1228435200
2469,65,1228694400
4976,73,1228867200
1263,100,1228867200
1369,6,1229126400
469,111,1229558400
583,44,1229644800
867,64,1229731200
4757,89,1229817600
4492,47,1229990400
254,84,1230422400
4636,99,1230508800
2469,64,1230595200
1078,64,1230681600
569,100,1230681600
1847,70,1230854400
1340,58,1231027200
3770,89,1231027200
493,92,1231113600
790,31,1231632000
2185,62,1231804800
308,92,1231804800
248,151,1231891200
4432,100,1231977600
867,78,1232150400
4482,31,1232236800
5045,89,1232323200
1148,69,1232496000
269,89,1232582400
4883,69,1232582400
3040,100,1232755200
2374,84,1232841600
2768,47,1232841600
4923,284,1232928000
2122,89,1233014400
2834,80,1233100800
5101,37,1233100800
1753,89,1233360000
308,43,1233446400
502,86,1233446400
3607,52,1233619200
2374,64,1233705600
1628,32,1233964800
1990,100,1233964800
2834,84,1234051200
254,1,1234310400
1340,106,1234396800
4304,54,1234569600
700,92,1234569600
2279,135,1234656000
4883,92,1234915200
1974,96,1235001600
569,152,1235174400
3783,107,1235260800
3543,69,1235433600
4482,135,1235520000
2379,95,1235779200
790,62,1235779200
2764,178,1235865600
3546,84,1236038400
569,96,1236038400
1947,135,1236124800
2338,62,1236297600
1369,96,1236384000
3479,54,1236729600
569,59,1236729600
4261,33,1236902400
5089,135,1237420800
502,112,1237507200
1862,27,1237680000
2761,96,1237852800
502,91,1237939200
248,96,1238025600
3933,169,1238112000
1025,112,1238198400
3933,180,1238198400
1078,21,1238284800
1151,100,1238457600
2055,106,1238544000
3295,99,1238803200
1078,31,1238976000
1478,18,1239148800
4803,122,1239321600
1258,47,1239408000
1756,99,1239408000
660,38,1239494400
3503,165,1239753600
2469,124,1240099200
1449,111,1240185600
270,134,1240531200
1211,135,1240617600
1010,54,1240790400
4803,162,1240790400
4489,65,1240790400
4702,6,1241049600
530,100,1241308800
1635,65,1241395200
3283,134,1241395200
1658,253,1241654400
4081,132,1241654400
366,154,1241654400
308,65,1241740800
1753,253,1241740800
248,162,1241740800
1753,121,1241740800
1148,253,1241740800
1685,253,1241827200
106,253,1241827200
3635,253,1241913600
755,154,1242000000
2930,106,1242000000
248,122,1242259200
4702,253,1242345600
1753,118,1242432000
67,253,1242518400
1568,47,1242518400
1151,89,1242604800
465,111,1242604800
1151,21,1242604800
2347,162,1242604800
1878,31,1242604800
479,154,1242691200
2279,162,1242691200
3788,253,1242691200
1460,144,1242864000
308,253,1242864000
308,59,1242864000
4770,253,1243036800
1674,44,1243036800
2374,129,1243123200
2380,144,1243123200
4482,253,1243123200
2380,124,1243123200
4468,133,1243209600
1753,119,1243209600
285,18,1243209600
3503,253,1243209600
4800,189,1243209600
2287,77,1243296000
4258,99,1243382400
2857,253,1243555200
4206,132,1243728000
1795,18,1243728000
4702,36,1243814400
1862,47,1243900800
3543,176,1243900800
3543,153,1243900800
1862,46,1243900800
2761,71,1244073600
4151,253,1244160000
1878,129,1244332800
1878,37,1244332800
248,123,1244332800
143,253,1244505600
4803,114,1245196800
248,87,1245715200
3979,141,1245888000
3983,69,1245888000
4803,118,1245974400
248,111,1246060800
4923,30,1246320000
254,27,1246492800
547,89,1246492800
4803,183,1246579200
208,253,1246665600
4961,39,1246665600
2764,152,1246752000
4856,62,1246924800
1776,253,1247011200
4404,93,1247356800
248,38,1247356800
3077,253,1247443200
248,52,1247529600
3138,152,1247616000
3246,165,1247961600
770,183,1248048000
1878,165,1248134400
3907,165,1248220800
4987,123,1248220800
2055,112,1248220800
354,120,1248220800
2338,128,1248307200
3669,144,1248393600
4987,153,1248566400
4724,69,1248739200
4987,112,1248739200
248,121,1248912000
4492,152,1248912000
2856,165,1248998400
2469,8,1249084800
1878,180,1249257600
3769,162,1249257600
3607,186,1249344000
2253,162,1249344000
1974,162,1249430400
2041,144,1249430400
4482,180,1249430400
1974,144,1249430400
431,211,1249603200
3913,121,1249603200
4987,124,1249603200
3233,152,1249603200
4987,128,1249603200
4927,180,1249776000
2629,60,1249776000
